SW_IN_FF,SW_IN_F
0.062068966,2.953448276
2.953448276,10.10344828
10.10344828,18.45689655
18.45689655,26.62068966
26.62068966,34.49137931
34.49137931,41.47413793
41.47413793,47.25862069
47.25862069,51.84482759
51.84482759,55.07758621
55.07758621,57.19827586
57.19827586,57.47413793
57.47413793,56.45689655
56.45689655,53.93103448
53.93103448,49.86206897
49.86206897,45.39655172
45.39655172,39.14655172
39.14655172,31.68965517
31.68965517,23.22413793
23.22413793,14.54310345
14.54310345,6.744827586
1.080172414,3.743103448
3.743103448,11.43965517
11.43965517,22.76724138
22.76724138,28.4137931
28.4137931,32.47413793
32.47413793,43.80172414
43.80172414,38.28448276
38.28448276,46.75862069
46.75862069,32.37068966
32.37068966,30.78448276
30.78448276,40.73275862
40.73275862,24.43103448
24.43103448,17.89655172
17.89655172,21.09482759
21.09482759,20.82758621
20.82758621,17.18965517
17.18965517,11.21551724
11.21551724,5.460344828
0.077672414,3.028448276
3.028448276,10
10,18.09482759
18.09482759,26.20689655
26.20689655,34.01724138
34.01724138,40.87068966
40.87068966,46.45689655
46.45689655,50.76724138
50.76724138,54.43103448
54.43103448,56.05172414
56.05172414,56.22413793
56.22413793,54.48275862
54.48275862,53.61206897
53.61206897,49.6637931
49.6637931,45.37931034
45.37931034,39.43103448
39.43103448,32.13793103
32.13793103,24.64655172
24.64655172,15.44827586
15.44827586,7.465517241
0.104568966,2.862068966
2.862068966,8.862068966
8.862068966,15.68103448
15.68103448,21.62931034
21.62931034,26.32758621
26.32758621,26.47413793
26.47413793,25.01724138
25.01724138,22.9137931
22.9137931,27.25
27.25,28.20689655
28.20689655,47.39655172
47.39655172,44.21551724
44.21551724,35.13793103
35.13793103,47.81896552
47.81896552,42.12931034
42.12931034,21.18103448
21.18103448,13.61206897
13.61206897,4.571551724
4.571551724,6.29137931
6.29137931,3.730172414
0.099310345,2.498275862
2.498275862,8.534482759
8.534482759,15.5862069
15.5862069,23.72413793
23.72413793,32.03448276
32.03448276,38.78448276
38.78448276,43.13793103
43.13793103,46.93965517
46.93965517,49.02586207
49.02586207,52.80172414
52.80172414,55.31034483
55.31034483,53.93965517
53.93965517,52.11206897
52.11206897,47.50862069
47.50862069,42.93965517
42.93965517,37.43965517
37.43965517,30.59482759
30.59482759,22.43103448
22.43103448,13.9137931
13.9137931,6.023275862
0.220431034,3.506896552
3.506896552,10.12931034
10.12931034,17.9137931
17.9137931,26.4137931
26.4137931,30.99137931
30.99137931,38.49137931
38.49137931,40.62068966
40.62068966,42.59482759
42.59482759,50.64655172
50.64655172,47.86206897
47.86206897,44.21551724
44.21551724,45.74137931
45.74137931,44.85344828
44.85344828,38.90517241
38.90517241,34.27586207
34.27586207,28.78448276
28.78448276,23.8362069
23.8362069,19.10344828
19.10344828,15.02586207
15.02586207,5.550862069
1.912068966,5.840517241
5.840517241,13.28448276
13.28448276,23.02586207
23.02586207,31.34482759
31.34482759,38.30172414
38.30172414,43.56896552
43.56896552,46.65517241
46.65517241,52.22413793
52.22413793,54.99137931
54.99137931,55.24137931
55.24137931,54.4137931
54.4137931,51.0862069
51.0862069,47.04310345
47.04310345,42.3362069
42.3362069,35.73275862
35.73275862,28.5
28.5,21.31896552
21.31896552,13.89655172
13.89655172,5.887931034
1.053448276,2.313793103
2.313793103,6.856896552
6.856896552,12.97413793
12.97413793,14.69827586
14.69827586,18.86206897
18.86206897,27.59482759
27.59482759,27.79310345
27.79310345,38.55172414
38.55172414,44.54310345
44.54310345,54.28448276
54.28448276,49.13793103
49.13793103,39.43103448
39.43103448,24.24137931
24.24137931,26.61206897
26.61206897,32.68965517
32.68965517,21.74137931
21.74137931,12
12,7.422413793
7.422413793,4.257758621
0.382155172,4.504310345
4.504310345,11.68103448
11.68103448,19.60344828
19.60344828,27.71551724
27.71551724,35.3362069
35.3362069,40.51724138
40.51724138,36.46551724
36.46551724,48.69827586
48.69827586,55.46551724
55.46551724,57.29310345
57.29310345,58.79310345
58.79310345,57.50862069
57.50862069,53.4137931
53.4137931,49.96551724
49.96551724,45.52586207
45.52586207,39.61206897
39.61206897,26.94827586
26.94827586,18.07758621
18.07758621,8.922413793
8.922413793,6
1.269827586,4.847413793
4.847413793,10.5862069
10.5862069,11.74137931
11.74137931,8.068965517
8.068965517,12.5862069
12.5862069,15.52586207
15.52586207,19.24137931
19.24137931,21.9137931
21.9137931,25.37068966
25.37068966,20.15517241
20.15517241,24.15517241
24.15517241,25.39655172
25.39655172,28.71551724
28.71551724,18.8362069
18.8362069,20.92241379
20.92241379,19.37931034
19.37931034,13.20689655
13.20689655,10.07758621
10.07758621,5.487068966
0.317586207,4.019827586
4.019827586,10.20689655
10.20689655,13.49137931
13.49137931,24.25862069
24.25862069,30.85344828
30.85344828,34.53448276
34.53448276,36.77586207
36.77586207,42.68965517
42.68965517,46.78448276
46.78448276,52.79310345
52.79310345,55.76724138
55.76724138,54.44827586
54.44827586,52.64655172
52.64655172,47.14655172
47.14655172,41.75
41.75,35.23275862
35.23275862,29.24137931
29.24137931,22.75862069
22.75862069,14.03448276
14.03448276,6.048275862
0.602327586,4.545689655
4.545689655,10.87931034
10.87931034,18.72413793
18.72413793,25.48275862
25.48275862,33.13793103
33.13793103,38.93965517
38.93965517,43.8362069
43.8362069,47.55172414
47.55172414,51.54310345
51.54310345,54.5
54.5,53.93965517
53.93965517,53.00862069
53.00862069,51.02586207
51.02586207,43.98275862
43.98275862,44.87068966
44.87068966,40.06896552
40.06896552,27.17241379
27.17241379,17.68965517
17.68965517,9.586206897
9.586206897,5.003448276
2.137931034,5.168103448
5.168103448,9.198275862
9.198275862,13.57758621
13.57758621,20.65517241
20.65517241,25.68965517
25.68965517,35.72413793
35.72413793,36.03448276
36.03448276,37.75862069
37.75862069,38.97413793
38.97413793,27.96551724
27.96551724,31.60344828
31.60344828,44.79310345
44.79310345,43.60344828
43.60344828,19.62931034
19.62931034,18.71551724
18.71551724,28.9137931
28.9137931,23.51724138
23.51724138,14.74137931
14.74137931,7.284482759
0.621034483,3.842241379
3.842241379,11.13793103
11.13793103,18.6637931
18.6637931,25.88793103
25.88793103,33.71551724
33.71551724,37.18965517
37.18965517,45.07758621
45.07758621,50.46551724
50.46551724,55.18965517
55.18965517,55.5
55.5,55.61206897
55.61206897,44.80172414
44.80172414,38.21551724
38.21551724,36.69827586
36.69827586,17.5862069
17.5862069,18.11206897
18.11206897,11.34482759
11.34482759,6.179310345
6.179310345,3.610344828
1.56637931,3.181896552
3.181896552,5.588793103
5.588793103,9.948275862
9.948275862,11.74137931
11.74137931,23.52586207
23.52586207,24.24137931
24.24137931,20.80172414
20.80172414,33.90517241
33.90517241,22.48275862
22.48275862,14.71551724
14.71551724,11.89655172
11.89655172,14.71551724
14.71551724,22.64655172
22.64655172,21.25862069
21.25862069,13.31034483
13.31034483,10.76724138
10.76724138,9.775862069
9.775862069,7.232758621
7.232758621,5.529310345
1.957758621,10.77586207
10.77586207,20.14655172
20.14655172,27.35344828
27.35344828,34.39655172
34.39655172,40.92241379
40.92241379,47.77586207
47.77586207,53.31896552
53.31896552,57.88793103
57.88793103,60.67241379
60.67241379,63.54310345
63.54310345,64.38793103
64.38793103,62.95689655
62.95689655,60.62931034
60.62931034,56.20689655
56.20689655,51.35344828
51.35344828,44.87068966
44.87068966,37.13793103
37.13793103,28.34482759
28.34482759,19.0862069
19.0862069,10.38793103
1.300862069,4.628448276
4.628448276,7.146551724
7.146551724,13.57758621
13.57758621,19.12068966
19.12068966,23.40517241
23.40517241,27.56034483
27.56034483,29.02586207
29.02586207,34.43103448
34.43103448,29.74137931
29.74137931,22.49137931
22.49137931,24.12068966
24.12068966,32.72413793
32.72413793,33.49137931
33.49137931,32.54310345
32.54310345,29.20689655
29.20689655,25.15517241
25.15517241,19.80172414
19.80172414,16.19827586
16.19827586,14.55172414
14.55172414,7.439655172
0.868965517,4.285344828
4.285344828,13.0862069
13.0862069,21.31034483
21.31034483,29.96551724
29.96551724,37.34482759
37.34482759,43.81034483
43.81034483,49.45689655
49.45689655,54.4137931
54.4137931,57.31034483
57.31034483,58.49137931
58.49137931,59.90517241
59.90517241,58.43103448
58.43103448,57.43103448
57.43103448,53.31034483
53.31034483,48.82758621
48.82758621,43.40517241
43.40517241,34.28448276
34.28448276,25.75862069
25.75862069,18.34482759
18.34482759,10.69827586
0.822413793,5.101724138
5.101724138,6.792241379
6.792241379,8.387931034
8.387931034,7.301724138
7.301724138,5.809482759
5.809482759,4.58362069
4.58362069,8.887931034
8.887931034,12.48275862
12.48275862,10.55172414
10.55172414,8.25
8.25,7.448275862
7.448275862,5.632758621
5.632758621,5.220689655
5.220689655,7.120689655
7.120689655,8.137931034
8.137931034,8.043103448
8.043103448,6.018103448
6.018103448,5.054310345
5.054310345,3.148275862
3.148275862,2.479310345
2.060344828,9
9,18.02586207
18.02586207,25.34482759
25.34482759,32.48275862
32.48275862,40.56034483
40.56034483,47.53448276
47.53448276,51.49137931
51.49137931,51.31034483
51.31034483,44.78448276
44.78448276,55.25
55.25,56.82758621
56.82758621,50.09482759
50.09482759,44.4137931
44.4137931,48.52586207
48.52586207,38.71551724
38.71551724,32.1637931
32.1637931,24.28448276
24.28448276,14.88793103
14.88793103,13.12068966
13.12068966,8.189655172
8.189655172,2.718965517
1.767241379,8.405172414
8.405172414,17.42241379
17.42241379,26.26724138
26.26724138,35.23275862
35.23275862,43.5
43.5,50.44827586
50.44827586,56.47413793
56.47413793,61.4137931
61.4137931,64.43103448
64.43103448,66.30172414
66.30172414,66.53448276
66.53448276,65.55172414
65.55172414,62.96551724
62.96551724,59
59,54.13793103
54.13793103,47.88793103
47.88793103,39.93965517
39.93965517,31.29310345
31.29310345,22.54310345
22.54310345,13.56034483
13.56034483,5.948275862
1.219827586,4.203448276
4.203448276,7.931034483
7.931034483,12.73275862
12.73275862,17.72413793
17.72413793,22.05172414
22.05172414,25.53448276
25.53448276,29.0862069
29.0862069,33.1637931
33.1637931,37.62931034
37.62931034,41.24137931
41.24137931,43.76724138
43.76724138,43.99137931
43.99137931,41.99137931
41.99137931,37.87068966
37.87068966,36.4137931
36.4137931,30.78448276
30.78448276,26.18103448
26.18103448,21.55172414
21.55172414,22.48275862
22.48275862,11.93103448
2.293965517,7.74137931
7.74137931,15.06034483
15.06034483,24.63793103
24.63793103,31.12931034
31.12931034,30.37931034
30.37931034,31.35344828
31.35344828,29.55172414
29.55172414,29.99137931
29.99137931,26.31034483
